RID,|PROBLEM (given value || received value)|
29871,zipcode couldn't be parsed: PL7 1NJ
29872,zipcode couldn't be parsed: M5V 1J9
29873,could not match zipcode: 00000
29876,could not match zipcode: 0000
29879,could not match zipcode: 00000
29880,could not match zipcode: 1017
29882,could not match zipcode: 0000
29883,could not match zipcode: 1016
29885,could not match zipcode: 00000
29886,|state doesn't match:  || ny|
29886,|state doesn't match:  || ny|
29888,could not match zipcode: 00000
29890,could not match zipcode: 1003
29891,could not match zipcode: 0000
29892,zipcode couldn't be parsed: W1J 9HN
29893,zipcode couldn't be parsed: NW1 8JH
29894,could not match zipcode: 00000
29895,zipcode couldn't be parsed: YO61 1DT
29897,could not match zipcode: 0000
29898,zipcode couldn't be parsed: DE56 2EB
29900,could not match zipcode: 0000
29903,could not match zipcode: 00000
29904,zipcode couldn't be parsed: SW13 0DB
29906,could not match zipcode: 00000
29907,zipcode couldn't be parsed: SW15 2SW
29909,could not match zipcode: 0000
29910,could not match zipcode: 10789
29912,could not match zipcode: 00000
29913,zipcode couldn't be parsed: SL6 2PZ
29915,could not match zipcode: 572000
29916,zipcode couldn't be parsed: CM2 0HL
29918,could not match zipcode: 0000
29919,zipcode couldn't be parsed: M1 1AD
29921,could not match zipcode: 0
29922,|state doesn't match:  || ny|
29922,|state doesn't match:  || ny|
29923,no zipcode
29924,could not match zipcode: 0000
29926,|city doesn't match: blue ash || cincinnati|
29927,could not match zipcode: 0000
29928,|state doesn't match:  || ny|
29928,|state doesn't match:  || ny|
29930,could not match zipcode: 00000
29931,zipcode couldn't be parsed: L2 0XL
29933,could not match zipcode: 00000
29934,zipcode couldn't be parsed: WN6 9PB
29936,could not match zipcode: 572000
29937,zipcode couldn't be parsed: LS11 5PS
29939,could not match zipcode: 0000
29940,zipcode couldn't be parsed: PR1 3JJ
29941,zipcode couldn't be parsed: L3R 2G8
29942,could not match zipcode: 00000
29943,|state doesn't match:  || ny|
29943,|state doesn't match:  || ny|
29945,could not match zipcode: 00000
29946,zipcode couldn't be parsed: EH3 9QB
29948,could not match zipcode: 0
29949,zipcode couldn't be parsed: B3 1JL
29951,could not match zipcode: 0
29952,zipcode couldn't be parsed: HG4 5JJ
29954,could not match zipcode: 00000
29955,zipcode couldn't be parsed: L18 1DG
29957,could not match zipcode: 0000
29960,could not match zipcode: 00000
29961,zipcode couldn't be parsed: M1 1AD
29963,could not match zipcode: 00000
29966,could not match zipcode: 0
29967,zipcode couldn't be parsed: M33 5PG
29969,could not match zipcode: 00000
29970,zipcode couldn't be parsed: S1 2YE
29972,could not match zipcode: 00000
29973,zipcode couldn't be parsed: BN11 3BG
29975,could not match zipcode: 0000
29976,zipcode couldn't be parsed: WA14 1RZ
29977,zipcode couldn't be parsed: H3C 1P1
29978,could not match zipcode: 0000
29979,zipcode couldn't be parsed: UB4 9TA
29980,zipcode couldn't be parsed: E2L 4Z6
29981,could not match zipcode: 00000
29982,zipcode couldn't be parsed: EH2 2EQ
29983,zipcode couldn't be parsed: B3Z 3P4
29984,could not match zipcode: 10350
29985,zipcode couldn't be parsed: SK13 8BS
29986,zipcode couldn't be parsed: M6R 2N1
29987,could not match zipcode: 10350
29988,zipcode couldn't be parsed: CH6 5QG
29990,could not match zipcode: 10350
29991,zipcode couldn't be parsed: L17 8US
29992,zipcode couldn't be parsed: t5j 0p5
29993,could not match zipcode: 80361
29994,zipcode couldn't be parsed: SW11 6QL
29996,could not match zipcode: 0000
29997,zipcode couldn't be parsed: W2 3QD
29999,could not match zipcode: 0000
30000,zipcode couldn't be parsed: M1 2TP
30002,could not match zipcode: 0000
30003,zipcode couldn't be parsed: NW1 8AH
30005,could not match zipcode: 0000
30006,zipcode couldn't be parsed: BN3 1FG
30008,could not match zipcode: 0000
30009,zipcode couldn't be parsed: E16 1SL
30011,could not match zipcode: 1010
30012,zipcode couldn't be parsed: KY15 4PZ
30014,could not match zipcode: 1010
30015,zipcode couldn't be parsed: EH2 3LU
30017,could not match zipcode: 1143
30018,zipcode couldn't be parsed: DE1 3PF
30020,could not match zipcode: 1700
30021,zipcode couldn't be parsed: M4 2BS
30023,could not match zipcode: 1700
30024,zipcode couldn't be parsed: N6 5HX
30025,could not match zipcode: 95496
30026,could not match zipcode: 1309
30027,|state doesn't match:  || ny|
30027,|state doesn't match:  || ny|
30029,could not match zipcode: 0000
30032,could not match zipcode: 0000
30033,zipcode couldn't be parsed: TD15 1EJ
30035,zipcode couldn't be parsed: -
30038,no zipcode
30039,zipcode couldn't be parsed: RG4 6UT
30041,could not match zipcode: 1309
30042,zipcode couldn't be parsed: KT12 1OJ
30044,could not match zipcode: 00000
30045,zipcode couldn't be parsed: EC2M 7LS
30046,zipcode couldn't be parsed: T6E 1Z8
30047,zipcode couldn't be parsed: -
30049,zipcode couldn't be parsed: W1J 9HP
30050,could not match zipcode: 0000
30051,zipcode couldn't be parsed: E16 1XL
30052,zipcode couldn't be parsed: G2 1LU
30053,could not match zipcode: 1700
30054,zipcode couldn't be parsed: EH3 9AF
30055,zipcode couldn't be parsed: AL5 1AW
30056,zipcode couldn't be parsed: -
30057,zipcode couldn't be parsed: OL10 2RF
30058,zipcode couldn't be parsed: W1S 1QH
30059,could not match zipcode: 0000
30060,zipcode couldn't be parsed: NG14 6EF
30062,could not match zipcode: 1701
30065,could not match zipcode: 0000
30066,zipcode couldn't be parsed: KY10 3AA
30068,could not match zipcode: 228211
30069,zipcode couldn't be parsed: RG2 0FL
30071,could not match zipcode: 018956
30072,zipcode couldn't be parsed: CV1 3AS
30074,could not match zipcode: 208533
30075,zipcode couldn't be parsed: EC3N 2NR
30077,could not match zipcode: 018956
30078,zipcode couldn't be parsed: M2 4FW
30080,could not match zipcode: 228220
30081,zipcode couldn't be parsed: SW9 9AR
30083,could not match zipcode: 039799
30084,zipcode couldn't be parsed: BA1 2EE
30085,could not match zipcode: 48300
30086,could not match zipcode: 228221
30087,zipcode couldn't be parsed: LA18 5LL
30089,could not match zipcode: 039799
30090,zipcode couldn't be parsed: SW19 1AX
30091,|state doesn't match: cdmx || ca|
30091,|state doesn't match: cdmx || ca|
30092,could not match zipcode: 089128
30093,zipcode couldn't be parsed: TN1 1RZ
30095,could not match zipcode: 018956
30096,zipcode couldn't be parsed: BN2 1HA
30097,no zipcode
30098,could not match zipcode: 018956
30099,zipcode couldn't be parsed: W1K 1QA
30101,could not match zipcode: 39797
30102,zipcode couldn't be parsed: FY1 3AQ
30104,could not match zipcode: 228221
30105,zipcode couldn't be parsed: BN3 2JQ
30107,could not match zipcode: 39797
30108,zipcode couldn't be parsed: HU15 2UP
30110,could not match zipcode: 3072
30111,zipcode couldn't be parsed: NR11 6EH
30112,no zipcode
30113,could not match zipcode: 39797
30114,zipcode couldn't be parsed: BN20 7HZ
30116,could not match zipcode: 228221
30117,zipcode couldn't be parsed: E16 1AQ
30119,could not match zipcode: 169075
30122,could not match zipcode: 228211
30123,zipcode couldn't be parsed: W14 8NL
30125,could not match zipcode: 139216
30126,zipcode couldn't be parsed: BB3 2JU
30128,could not match zipcode: 228221
30129,zipcode couldn't be parsed: LS29 7BT
30131,could not match zipcode: 228211
30132,zipcode couldn't be parsed: SW7 1HQ
30134,zipcode couldn't be parsed: Marina Bay Sands
30135,zipcode couldn't be parsed: B28 9HA
30137,could not match zipcode: 228211
30138,zipcode couldn't be parsed: SA62 6HR
30140,could not match zipcode: 039799
30141,zipcode couldn't be parsed: HR4 9AA
30142,could not match zipcode: 211905
30143,could not match zipcode: 018956
30144,zipcode couldn't be parsed: SW1V 3HD
30146,could not match zipcode: 058289
30149,could not match zipcode: 018956
30152,could not match zipcode: 018956
30153,zipcode couldn't be parsed: CV32 5AA
30155,could not match zipcode: 228211
30158,could not match zipcode: 039799
30159,could not match zipcode: 1012
30160,zipcode couldn't be parsed: V6E 1T7
30161,|state doesn't match: singapore || ms|
30161,|state doesn't match: singapore || ms|
30162,could not match zipcode: 75008
30164,could not match zipcode: 169075
30165,zipcode couldn't be parsed: SG14 3EP
30167,no zipcode
30168,zipcode couldn't be parsed: CB11 3YG.
30169,zipcode couldn't be parsed: V6B6K3
30170,no zipcode
30173,no zipcode
30174,zipcode couldn't be parsed: AB11 5DQ
30176,no zipcode
30179,could not match zipcode: 8862
30180,zipcode couldn't be parsed: EH2 2AD
30182,|state doesn't match: taipei || ny|
30182,|state doesn't match: taipei || ny|
30183,could not match zipcode: 75008
30185,could not match zipcode: 8862
30186,zipcode couldn't be parsed: CB8 8PS
30188,|state doesn't match: taipei || ny|
30188,|state doesn't match: taipei || ny|
30189,zipcode couldn't be parsed: LN1 3LB
30190,zipcode couldn't be parsed: L2J 2K4
30191,could not match zipcode: 8862
30192,zipcode couldn't be parsed: SW1Y 4JU
30194,could not match zipcode: 8862
30195,could not match zipcode: 75008
30197,could not match zipcode: 8862
30198,zipcode couldn't be parsed: LA23 1EY
30200,could not match zipcode: 8862
30201,zipcode couldn't be parsed: BA14 8AY
30203,|state doesn't match: taipei || ny|
30203,|state doesn't match: taipei || ny|
30204,zipcode couldn't be parsed: PR1 8UY 
30205,|city doesn't match: st. helena || saint helena|
30206,could not match zipcode: 8862
30207,zipcode couldn't be parsed: MK12 5NW
30209,could not match zipcode: 8862
30210,zipcode couldn't be parsed: WS15 4AZ
30212,could not match zipcode: 10330
30213,zipcode couldn't be parsed: NE2 1AN
30215,could not match zipcode: 10500
30216,zipcode couldn't be parsed: SK10 4QH
30217,zipcode couldn't be parsed: JE2 3NJ
30218,could not match zipcode: 10330
30219,zipcode couldn't be parsed: IV2 4SF
30220,zipcode couldn't be parsed: JE2 3NJ
30221,could not match zipcode: 10500
30222,zipcode couldn't be parsed: EH1 2EL
30223,zipcode couldn't be parsed: SW3 6NR
30224,could not match zipcode: 10500
30225,zipcode couldn't be parsed: DN15 9PF
30227,could not match zipcode: 10500
30228,zipcode couldn't be parsed: L3 9AG
30230,could not match zipcode: 10330
30231,zipcode couldn't be parsed: AL1 3RD
30232,zipcode couldn't be parsed: SW1A 1NY
30233,could not match zipcode: 10330
30234,could not match zipcode: 00187
30235,|city doesn't match: hollywood || los angeles|
30236,could not match zipcode: 10500
30237,zipcode couldn't be parsed: EC1A 9HQ
30239,could not match zipcode: 10500
30240,zipcode couldn't be parsed: EC1A 7HT
30242,could not match zipcode: 10330
30243,zipcode couldn't be parsed: W1B 1DE
30244,|city doesn't match: ft. lauderdale || fort lauderdale|
30245,could not match zipcode: 10330
30246,zipcode couldn't be parsed: EC1A 7LD
30248,could not match zipcode: 00000
30249,zipcode couldn't be parsed: EC2Y 5BD
30250,|zipcode doesn't match: 20745-1137 || 20745|
30251,|state doesn't match: bangkok || ny|
30251,|state doesn't match: bangkok || ny|
30252,zipcode couldn't be parsed: WC2R 2PN
30254,could not match zipcode: 188966
30255,zipcode couldn't be parsed: EC1A 7EB
30257,could not match zipcode: 188966
30259,could not match zipcode: 10000
30260,could not match zipcode: 188966
30261,|state doesn't match:  || tx|
30261,|state doesn't match:  || tx|
30263,could not match zipcode: 00000
30264,zipcode couldn't be parsed: EC2Y 5BD
30266,|state doesn't match: taipei || ny|
30266,|state doesn't match: taipei || ny|
30267,zipcode couldn't be parsed: KT1 4DA
30269,could not match zipcode: 0000
30272,could not match zipcode: 00000
30275,could not match zipcode: 018956
30276,|state doesn't match:  || tx|
30276,|state doesn't match:  || tx|
30278,could not match zipcode: 2026
30279,zipcode couldn't be parsed: EC1A 9LB
30281,could not match zipcode: 3016
30282,zipcode couldn't be parsed: SW3 6QJ
30284,could not match zipcode: 2095
30285,zipcode couldn't be parsed: SL4 1PL
30287,could not match zipcode: 3181
30288,zipcode couldn't be parsed: G2 2DG
30290,could not match zipcode: 150-0042
30291,zipcode couldn't be parsed: EH6 6QN
30293,could not match zipcode: 2031
30294,zipcode couldn't be parsed: KA7 1HS
30296,could not match zipcode: 657-0845
30297,zipcode couldn't be parsed: E14 9SH
30299,could not match zipcode: 657-0845
30300,zipcode couldn't be parsed: RH12 4PX
30302,could not match zipcode: 143-0016
30303,zipcode couldn't be parsed: SE1 2BY
30305,could not match zipcode: 143-0016
30306,zipcode couldn't be parsed: WC1H 9HN
30308,could not match zipcode: 143-0016
30309,zipcode couldn't be parsed: SN4 8EF
30311,could not match zipcode: 150-0012
30312,zipcode couldn't be parsed: RG9 6PJ
30314,could not match zipcode: 3084
30315,zipcode couldn't be parsed: CB9 7UD
30317,no zipcode
30318,could not match zipcode: 75005
30320,could not match zipcode: 207-0021
30321,zipcode couldn't be parsed: SE1 9PB
30323,could not match zipcode: 150-0034
30324,zipcode couldn't be parsed: TQ6 0RW
30325,|city doesn't match: bloomington || minneapolis|
30326,could not match zipcode: 103-0016
30327,zipcode couldn't be parsed: EX24 6ND
30329,could not match zipcode: 150-0022
30330,zipcode couldn't be parsed: 
30332,could not match zipcode: 3205
30333,zipcode couldn't be parsed: 
30335,could not match zipcode: 3039
30336,zipcode couldn't be parsed: L12 5HU
30338,no zipcode
30339,zipcode couldn't be parsed: DE6 1EX
30341,no zipcode
30344,no zipcode
30347,no zipcode
30348,zipcode couldn't be parsed: W1S 2YF
30349,zipcode couldn't be parsed: MK40 3PD
30350,no zipcode
30351,zipcode couldn't be parsed: BN26 5TW
30353,could not match zipcode: 163-1055
30354,zipcode couldn't be parsed: EC4M 7DD
30355,could not match zipcode: 06000
30356,could not match zipcode: 163-1055
30357,zipcode couldn't be parsed: PH1 4QN
30359,could not match zipcode: 163-1055
30360,zipcode couldn't be parsed: KY14 7EW
30362,could not match zipcode: 163-1055
30363,zipcode couldn't be parsed: EC2R 8AY
30365,could not match zipcode: 104-0061
30368,could not match zipcode: 2010
30369,zipcode couldn't be parsed: TN13 3TB
30370,zipcode couldn't be parsed: T5W 0P1
30371,could not match zipcode: 6158
30372,zipcode couldn't be parsed: NW8 8QN
30373,zipcode couldn't be parsed: V6Z 1L5
30375,|state doesn't match:  || nj|
30375,|state doesn't match:  || nj|
30376,zipcode couldn't be parsed: T5N 3K3
30378,zipcode couldn't be parsed: LE15 8TH
30379,zipcode couldn't be parsed: T6E 5H5
30381,zipcode couldn't be parsed: HR4 0SD
30382,zipcode couldn't be parsed: T6E2A2
30384,no state
30387,zipcode couldn't be parsed: EC2V 7HR
30389,could not match zipcode: 7000
30390,zipcode couldn't be parsed: BS8 4HW
30392,could not match zipcode: 3756
30393,zipcode couldn't be parsed: TW2 5NG
30395,could not match zipcode: 199591
30396,zipcode couldn't be parsed: MK45 4SH
30398,could not match zipcode: 3054
30399,zipcode couldn't be parsed: M4 1QB
30400,could not match zipcode: 48300
30402,zipcode couldn't be parsed: NE7 7BQ
30405,zipcode couldn't be parsed: WC2N 4ER
30406,|city doesn't match: waimea || kamuela|
30408,zipcode couldn't be parsed: SW3 1AT
30411,zipcode couldn't be parsed: IP31 2BZ
30414,zipcode couldn't be parsed: B3 3HJ
30417,zipcode couldn't be parsed: L1 5BN
30419,could not match zipcode: 0000
30420,zipcode couldn't be parsed: EC4N 4SJ
30422,zipcode couldn't be parsed: -
30423,zipcode couldn't be parsed: WC1H 9HN
30425,could not match zipcode: 104-0061
30428,could not match zipcode: 104-0061
30429,zipcode couldn't be parsed: B1 1LX
30431,could not match zipcode: 3042
30432,zipcode couldn't be parsed: WC1R 4PD
30433,could not match zipcode: 05300
30434,could not match zipcode: 106-0032
30435,zipcode couldn't be parsed: OX1 4BJ
30436,zipcode couldn't be parsed: E14 8RS
30437,could not match zipcode: 3072
30438,zipcode couldn't be parsed: YO61 4TE
30440,no zipcode
30441,zipcode couldn't be parsed: EH9 1QW
30442,|state doesn't match: cdmx || ny|
30442,|state doesn't match: cdmx || ny|
30443,could not match zipcode: 70000
30444,zipcode couldn't be parsed: BS7 8NR
30446,could not match zipcode: 70000
30447,zipcode couldn't be parsed: HA9 0RQ
30450,zipcode couldn't be parsed: EH21 7PQ
30451,zipcode couldn't be parsed: SS14 3GN
30452,could not match zipcode: 2000
30453,zipcode couldn't be parsed: WD23 3DH
30454,zipcode couldn't be parsed: EN1 1YQ
30455,could not match zipcode: 2000
30456,zipcode couldn't be parsed: EH6 6DE
30457,zipcode couldn't be parsed: RM1 1AU
30458,could not match zipcode: 2000
30459,zipcode couldn't be parsed: CW12 4HN
30460,|city doesn't match: coral gables || miami|
30461,could not match zipcode: 2000
30464,could not match zipcode: 2000
30465,zipcode couldn't be parsed: M1 1RG
30466,|city doesn't match: coral gables || miami|
30468,zipcode couldn't be parsed: CW10 9EU
30471,zipcode couldn't be parsed: TQ2 6NT
30474,zipcode couldn't be parsed: TR19 6SB
30477,|city doesn't match: manhattan || new york|
30480,zipcode couldn't be parsed: RG18 3RP 
30483,zipcode couldn't be parsed: RG1 8BD
30486,zipcode couldn't be parsed: SO23 7AB
30488,could not match zipcode: 2021
